Date,Close,BVS
2020-06-23,1005.0,20.0
2020-06-24,1045.0,20.0
2020-06-25,1005.0,20.0
2020-06-26,1015.0,20.0
2020-06-29,1005.0,20.0
2020-06-30,995.0,20.0
2020-07-01,1045.0,20.0
2020-07-02,1050.0,20.0
2020-07-03,1040.0,20.0
2020-07-06,1065.0,20.0
2020-07-07,1050.0,20.0
2020-07-08,1065.0,20.0
2020-07-09,1095.0,20.0
2020-07-10,1085.0,20.0
2020-07-13,1155.0,20.0
2020-07-14,1155.0,20.0
2020-07-15,1130.0,20.0
2020-07-16,1110.0,20.0
2020-07-17,1155.0,20.0
2020-07-20,1130.0,20.0
2020-07-21,1135.0,20.0
2020-07-22,1125.0,20.0
2020-07-23,1130.0,20.0
2020-07-24,1090.0,20.0
2020-07-27,1110.0,20.0
2020-07-28,1090.0,20.0
2020-07-29,1085.0,20.0
2020-07-30,1085.0,20.0
2020-08-03,1030.0,20.0
2020-08-04,1035.0,20.0
2020-08-05,1050.0,20.0
2020-08-06,1115.0,20.0
2020-08-07,1095.0,20.0
2020-08-10,1140.0,20.0
2020-08-11,1150.0,20.0
2020-08-12,1120.0,20.0
2020-08-13,1115.0,20.0
2020-08-14,1115.0,20.0
2020-08-18,1115.0,20.0
2020-08-19,1115.0,20.0
2020-08-24,1095.0,20.0
2020-08-25,1100.0,20.0
2020-08-26,1110.0,20.0
2020-08-27,1125.0,20.0
2020-08-28,1145.0,20.0
2020-08-31,1085.0,20.0
2020-09-01,1140.0,20.0
2020-09-02,1215.0,20.0
2020-09-03,1205.0,20.0
2020-09-04,1205.0,20.0
2020-09-07,1250.0,20.0
2020-09-08,1240.0,20.0
2020-09-09,1200.0,20.0
2020-09-10,1120.0,20.0
2020-09-11,1180.0,20.0
2020-09-14,1200.0,20.0
2020-09-15,1190.0,20.0
2020-09-16,1145.0,20.0
2020-09-17,1130.0,20.0
2020-09-18,1145.0,20.0
2020-09-21,1145.0,20.0
2020-09-22,1160.0,20.0
2020-09-23,1160.0,20.0
2020-09-24,1130.0,20.0
2020-09-25,1140.0,20.0
2020-09-28,1130.0,20.0
2020-09-29,1165.0,20.0
2020-09-30,1135.0,20.0
2020-10-01,1180.0,20.0
2020-10-02,1140.0,20.0
2020-10-05,1125.0,20.0
2020-10-06,1125.0,20.0
2020-10-07,1130.0,20.0
2020-10-08,1130.0,20.0
2020-10-09,1115.0,20.0
2020-10-12,1110.0,20.0
2020-10-13,1150.0,20.0
2020-10-14,1185.0,20.0
2020-10-15,1155.0,20.0
2020-10-16,1220.0,20.0
2020-10-19,1220.0,20.0
2020-10-20,1210.0,20.0
2020-10-21,1200.0,20.0
2020-10-22,1160.0,20.0
2020-10-23,1145.0,20.0
2020-10-26,1145.0,20.0
2020-10-27,1125.0,20.0
2020-11-02,1130.0,20.0
2020-11-03,1145.0,20.0
2020-11-04,1110.0,20.0
2020-11-05,1140.0,20.0
2020-11-06,1140.0,20.0
2020-11-09,1130.0,20.0
2020-11-10,1140.0,20.0
2020-11-11,1205.0,20.0
2020-11-12,1175.0,20.0
2020-11-13,1165.0,20.0
2020-11-16,1195.0,20.0
2020-11-17,1180.0,20.0
2020-11-18,1190.0,20.0
2020-11-19,1240.0,20.0
2020-11-20,1215.0,20.0
2020-11-23,1290.0,20.0
2020-11-24,1300.0,20.0
2020-11-25,1300.0,20.0
2020-11-26,1360.0,20.0
2020-11-27,1390.0,20.0
2020-11-30,1390.0,20.0
2020-12-01,1390.0,20.0
2020-12-02,1390.0,20.0
2020-12-03,1375.0,20.0
2020-12-04,1435.0,20.0
2020-12-07,1485.0,20.0
2020-12-08,1545.0,20.0
2020-12-10,1545.0,20.0
2020-12-11,1535.0,20.0
2020-12-14,1570.0,30.0
2020-12-15,1530.0,30.0
2020-12-16,1555.0,30.0
2020-12-17,1490.0,30.0
2020-12-18,1480.0,30.0
2020-12-21,1555.0,30.0
2020-12-22,1470.0,30.0
2020-12-23,1490.0,30.0
2020-12-28,1505.0,30.0
2020-12-29,1490.0,30.0
2020-12-30,1430.0,30.0
2021-01-04,1455.0,30.0
2021-01-05,1425.0,30.0
2021-01-06,1375.0,30.0
2021-01-07,1405.0,30.0
2021-01-08,1445.0,30.0
2021-01-11,1525.0,30.0
2021-01-12,1490.0,30.0
2021-01-13,1200.0,30.0
